Regressor,R2_Score,Cross validation score,mean_squared_error,mean_absolute_error,root_mean_squared_error,Diff
RandomForestRegressor,89.17161096141272,87.58216736265808,160851121.49088562,4729.536991185313,12682.70954847132,1.5894435987546416
DecisionTreeRegressor,73.72499205553113,71.90783467353735,390304086.7841907,7062.3565051020405,19756.11517440083,1.8171573819937805
XGBRegressor,92.04109839804038,89.56584002572059,118226103.98913352,4254.389408841425,10873.182790201474,2.475258372319786
GradientBoostingRegressor,88.60894666806242,84.87195492580918,169209260.66428956,6153.868236312054,13008.045997162279,3.736991742253238
BaggingRegressor,86.41952128411482,86.84733375730957,201732245.1242689,5143.130420918367,14203.247696363987,-0.4278124731947486
